Peer28
Blk0, -1, 0.00000, NO_PARENT
Blk53, -1, 731.19378, NO_PARENT
Blk54, 2, 158.42931, Blk48
Blk54, 2, 259.96192, Blk48
Blk54, 2, 736.70702, Blk48
Blk54, -1, 821.75054, NO_PARENT
Blk55, 3, 88.17260, Blk49
Blk55, 3, 122.12369, Blk49
Blk55, 3, 227.64500, Blk49
Blk55, 3, 688.55544, Blk49
Blk55, -1, 789.43362, NO_PARENT
Blk56, 2, 136.50368, Blk47
Blk56, 2, 168.19199, Blk47
Blk56, 2, 219.22497, Blk47
Blk56, 2, 695.97007, Blk47
Blk56, -1, 781.01359, NO_PARENT
Blk57, 0, 119.30856, Blk0
Blk57, 0, 316.98526, Blk0
Blk57, 0, 695.02035, Blk0
Blk58, 0, 296.98792, Blk0
Blk58, 0, 303.18638, Blk0
Blk58, 0, 897.37075, Blk0
Blk58, 0, 989.19440, Blk0
Blk59, 7, 75.06969, Blk51
Blk59, 7, 284.21549, Blk51
Blk59, -1, 743.70883, NO_PARENT
Blk60, 4, 90.25200, Blk55
Blk60, 4, 124.20309, Blk55
Blk60, 4, 229.72439, Blk55
Blk60, 4, 690.63483, Blk55
Blk60, -1, 791.51301, NO_PARENT
Blk61, 1, 299.14619, Blk58
Blk61, 1, 305.34465, Blk58
Blk61, 1, 899.52902, Blk58
Blk61, -1, 991.35267, NO_PARENT
Blk62, 3, 165.02375, Blk54
Blk63, 1, 713.05173, Blk28
Blk63, 1, 814.58434, Blk28
Blk63, 1, 1291.32944, Blk28
Blk63, -1, 1376.37296, NO_PARENT
Blk64, 4, 227.75396, Blk26
Blk64, 4, 310.47524, Blk26
Blk64, 4, 787.22034, Blk26
Blk64, -1, 872.26386, NO_PARENT
Blk65, 5, 94.77088, Blk60
Blk65, 5, 234.24328, Blk60
Blk65, 5, 695.15372, Blk60
Blk65, -1, 796.03190, NO_PARENT
Blk66, 5, 229.19114, Blk64
Blk66, 5, 311.91243, Blk64
Blk66, 5, 788.65753, Blk64
Blk66, -1, 873.70105, NO_PARENT
Blk67, 4, 143.33434, Blk43
Blk67, -1, 901.75130, NO_PARENT
Blk68, 3, 144.24947, Blk56
Blk68, 3, 226.97075, Blk56
Blk68, 3, 703.71585, Blk56
Blk68, -1, 788.75937, NO_PARENT
Blk69, 2, 141.02598, Blk7
Blk70, 6, 96.50805, Blk65
Blk70, 6, 235.98045, Blk65
Blk70, 6, 696.89089, Blk65
Blk70, -1, 797.76907, NO_PARENT
Blk71, 1, 114.60541, Blk14
Blk71, 1, 226.95950, Blk14
Blk71, 1, 600.16268, Blk14
Blk71, -1, 788.74812, NO_PARENT
Blk72, 0, 232.54292, Blk0
Blk72, 0, 238.74138, Blk0
Blk72, 0, 832.60431, Blk0
Blk72, 0, 917.64783, Blk0
Blk73, 5, 144.67332, Blk67
Blk73, -1, 903.09029, NO_PARENT
Blk74, 6, 144.87777, Blk73
Blk74, -1, 903.29473, NO_PARENT
Blk75, 0, 65.90553, Blk0
Blk76, 4, 200.75940, Blk52
Blk76, 4, 390.25812, Blk52
Blk76, 4, 801.14224, Blk52
Blk76, -1, 866.32481, NO_PARENT
Blk77, 8, 85.48430, Blk59
Blk77, 8, 294.63010, Blk59
Blk77, -1, 754.12344, NO_PARENT
Blk78, 1, 130.87564, Blk57
Blk78, 1, 328.55234, Blk57
Blk78, -1, 706.58743, NO_PARENT
Blk79, 4, 151.25393, Blk68
Blk79, 4, 233.97522, Blk68
Blk79, 4, 710.72031, Blk68
Blk79, -1, 795.76383, NO_PARENT
Blk80, 5, 206.32355, Blk76
Blk80, 5, 395.82227, Blk76
Blk80, 5, 806.70639, Blk76
Blk80, -1, 871.88896, NO_PARENT
Blk81, 6, 239.40827, Blk66
Blk81, 6, 260.68175, Blk66
Blk81, 6, 798.87465, Blk66
Blk81, -1, 883.91817, NO_PARENT
Blk82, 2, 151.75213, Blk7
Blk82, 2, 341.25085, Blk7
Blk82, -1, 752.13497, NO_PARENT
Blk83, 7, 109.06174, Blk70
Blk83, 7, 248.53414, Blk70
Blk83, 7, 709.44458, Blk70
Blk83, -1, 810.32276, NO_PARENT
Blk84, 6, 212.04829, Blk80
Blk84, 6, 401.54700, Blk80
Blk84, 6, 812.43112, Blk80
Blk84, -1, 877.61369, NO_PARENT
Blk85, 2, 105.27202, Blk29
Blk85, 2, 248.35194, Blk29
Blk85, 2, 705.65485, Blk29
Blk85, -1, 810.14056, NO_PARENT
Blk86, 1, 245.89453, Blk72
Blk86, 1, 845.95592, Blk72
Blk86, -1, 930.99943, NO_PARENT
Blk87, 3, 183.37747, Blk54
Blk87, 3, 284.91009, Blk54
Blk87, 3, 761.65519, Blk54
Blk87, -1, 846.69871, NO_PARENT
Blk88, 1, 150.95121, Blk5
Blk88, 1, 290.66650, Blk5
Blk88, -1, 763.77280, NO_PARENT
Blk89, 2, 129.50129, Blk71
Blk89, 2, 241.85538, Blk71
Blk89, 2, 615.05856, Blk71
Blk89, -1, 803.64400, NO_PARENT
Blk90, 7, 160.92003, Blk74
Blk90, -1, 919.33699, NO_PARENT
Blk91, 1, 82.11691, Blk75
Blk92, 2, 161.84263, Blk35
Blk92, 2, 369.04740, Blk35
Blk92, -1, 830.48177, NO_PARENT
Blk93, 7, 249.83703, Blk81
Blk93, 7, 271.11051, Blk81
Blk93, 7, 809.30341, Blk81
Blk93, -1, 894.34693, NO_PARENT
Blk94, 5, 165.07947, Blk79
Blk94, 5, 196.76778, Blk79
Blk94, 5, 724.54585, Blk79
Blk94, -1, 809.58937, NO_PARENT
Blk95, 2, 253.06287, Blk86
Blk95, 2, 853.12426, Blk86
Blk95, -1, 938.16778, NO_PARENT
Blk96, 1, 175.17736, Blk2
Blk96, 1, 318.25728, Blk2
Blk96, 1, 775.56019, Blk2
Blk96, -1, 880.04590, NO_PARENT
Blk97, 6, 168.15499, Blk94
Blk97, 6, 199.84330, Blk94
Blk97, 6, 727.62137, Blk94
Blk97, -1, 812.66489, NO_PARENT
Blk98, 3, 257.12033, Blk95
Blk98, 3, 857.18172, Blk95
Blk98, -1, 942.22524, NO_PARENT
Blk99, 2, 741.54855, Blk63
Blk99, 2, 843.08117, Blk63
Blk99, 2, 1319.82626, Blk63
Blk99, -1, 1404.86978, NO_PARENT
Blk100, 0, 93.46169, Blk0
Blk100, 0, 302.60748, Blk0
Blk100, 0, 812.19656, Blk0

