Peer29
Blk0, -1, 0.00000, NO_PARENT
Blk28, 0, 841.64974, Blk0
Blk28, 0, 862.10241, Blk0
Blk28, 0, 1668.60620, Blk0
Blk28, 0, 1731.88190, Blk0
Blk29, 1, 111.10915, Blk21
Blk29, 1, 174.81220, Blk21
Blk29, 1, 238.70690, Blk21
Blk29, 1, 259.80154, Blk21
Blk29, 1, 1048.22735, Blk21
Blk29, -1, 2073.13507, NO_PARENT
Blk30, 0, 140.01145, Blk0
Blk30, 0, 238.13455, Blk0
Blk30, 0, 246.16183, Blk0
Blk30, 0, 327.54365, Blk0
Blk30, 0, 1115.38705, Blk0
Blk30, 0, 2144.48471, Blk0
Blk31, 0, 265.33165, Blk0
Blk31, 0, 309.30705, Blk0
Blk31, 0, 326.95567, Blk0
Blk31, 0, 414.02404, Blk0
Blk31, 0, 1094.36441, Blk0
Blk31, 0, 2208.44439, Blk0
Blk32, 0, 200.28720, Blk0
Blk32, 0, 224.07802, Blk0
Blk32, 0, 241.72664, Blk0
Blk32, 0, 348.97959, Blk0
Blk32, 0, 1029.31996, Blk0
Blk32, 0, 2143.39994, Blk0
Blk33, 0, 228.73540, Blk0
Blk33, 0, 252.52623, Blk0
Blk33, 0, 270.17485, Blk0
Blk33, 0, 377.42779, Blk0
Blk33, 0, 1057.76816, Blk0
Blk33, 0, 2171.84814, Blk0
Blk34, 3, 191.91503, Blk19
Blk34, 3, 318.75762, Blk19
Blk34, 3, 1107.04868, Blk19
Blk34, -1, 2178.37520, NO_PARENT
Blk35, 1, 230.38706, Blk33
Blk35, 1, 254.17789, Blk33
Blk35, 1, 271.82651, Blk33
Blk35, 1, 379.07946, Blk33
Blk35, 1, 1059.41982, Blk33
Blk35, -1, 2173.49980, NO_PARENT
Blk36, 4, 193.64605, Blk34
Blk36, 4, 320.48865, Blk34
Blk36, 4, 1108.77971, Blk34
Blk36, -1, 2180.10622, NO_PARENT
Blk37, 1, 208.73262, Blk15
Blk37, 1, 231.39925, Blk15
Blk37, 1, 249.04787, Blk15
Blk37, 1, 355.96747, Blk15
Blk37, 1, 1117.84648, Blk15
Blk37, -1, 2202.42538, NO_PARENT
Blk38, 1, 152.61672, Blk9
Blk38, 1, 268.50809, Blk9
Blk38, 1, 1095.46454, Blk9
Blk38, -1, 2142.20026, NO_PARENT
Blk39, 1, 274.60524, Blk31
Blk39, 1, 318.58065, Blk31
Blk39, 1, 336.22927, Blk31
Blk39, 1, 423.29763, Blk31
Blk39, 1, 1103.63800, Blk31
Blk39, -1, 2217.71798, NO_PARENT
Blk40, 5, 198.98063, Blk36
Blk40, 5, 325.82323, Blk36
Blk40, 5, 1114.11429, Blk36
Blk40, -1, 2185.44080, NO_PARENT
Blk41, 2, 155.70619, Blk38
Blk41, 2, 271.59757, Blk38
Blk41, 2, 1098.55402, Blk38
Blk41, -1, 2145.28973, NO_PARENT
Blk42, 2, 276.86256, Blk39
Blk42, 2, 320.83797, Blk39
Blk42, 2, 338.48659, Blk39
Blk42, 2, 425.55495, Blk39
Blk42, 2, 1105.89532, Blk39
Blk42, -1, 2219.97530, NO_PARENT
Blk43, 3, 224.06640, Blk23
Blk43, 3, 278.32467, Blk23
Blk43, 3, 321.00490, Blk23
Blk43, 3, 1105.28112, Blk23
Blk43, -1, 2228.53967, NO_PARENT
Blk44, 2, 147.41563, Blk22
Blk44, 2, 239.26801, Blk22
Blk44, 2, 253.56601, Blk22
Blk44, 2, 1028.63035, Blk22
Blk44, -1, 2151.88889, NO_PARENT
Blk45, 0, 293.21913, Blk0
Blk45, 0, 337.19453, Blk0
Blk45, 0, 354.84315, Blk0
Blk45, 0, 441.91152, Blk0
Blk45, 0, 960.89885, Blk0
Blk45, 0, 2236.33187, Blk0
Blk46, 3, 159.23491, Blk41
Blk46, 3, 275.12629, Blk41
Blk46, 3, 1102.08274, Blk41
Blk46, -1, 2148.81845, NO_PARENT
Blk47, 1, 46.22065, Blk27
Blk48, 1, 195.47931, Blk17
Blk48, 1, 311.37068, Blk17
Blk48, 1, 1138.32714, Blk17
Blk48, -1, 1857.24408, NO_PARENT
Blk49, 2, 89.40496, Blk25
Blk49, 2, 195.55535, Blk25
Blk49, 2, 276.93716, Blk25
Blk49, 2, 1068.97050, Blk25
Blk49, -1, 2093.87822, NO_PARENT
Blk50, 0, 198.86077, Blk0
Blk50, 0, 209.81199, Blk0
Blk50, 0, 216.50939, Blk0
Blk50, 0, 325.70336, Blk0
Blk50, 0, 1113.99442, Blk0
Blk50, 0, 2185.32093, Blk0
Blk51, 6, 206.85875, Blk40
Blk51, 6, 333.70134, Blk40
Blk51, 6, 1121.99240, Blk40
Blk51, -1, 2193.31891, NO_PARENT
Blk52, 3, 284.58312, Blk42
Blk52, 3, 328.55853, Blk42
Blk52, 3, 433.27551, Blk42
Blk52, 3, 1113.61588, Blk42
Blk52, -1, 2227.69586, NO_PARENT
Blk53, 1, 160.10840, Blk30
Blk53, 1, 258.23150, Blk30
Blk53, 1, 347.64060, Blk30
Blk53, 1, 1135.48400, Blk30
Blk53, -1, 2164.58166, NO_PARENT
Blk54, 2, 201.62666, Blk48
Blk54, 2, 317.51803, Blk48
Blk54, 2, 1144.47448, Blk48
Blk54, -1, 1863.39142, NO_PARENT
Blk55, 3, 97.66890, Blk49
Blk55, 3, 203.81929, Blk49
Blk55, 3, 285.20111, Blk49
Blk55, 3, 1077.23444, Blk49
Blk55, -1, 2102.14216, NO_PARENT
Blk56, 2, 56.38018, Blk47
Blk57, 0, 227.30651, Blk0
Blk57, 0, 259.16787, Blk0
Blk57, 0, 276.81649, Blk0
Blk57, 0, 374.54136, Blk0
Blk57, 0, 1136.42037, Blk0
Blk57, 0, 2220.99928, Blk0
Blk58, 0, 297.67562, Blk0
Blk58, 0, 306.48422, Blk0
Blk58, 0, 407.84676, Blk0
Blk58, 0, 1187.69894, Blk0
Blk58, 0, 2310.95748, Blk0
Blk59, 7, 214.92900, Blk51
Blk59, 7, 341.77159, Blk51
Blk59, 7, 1130.06265, Blk51
Blk59, -1, 2201.38916, NO_PARENT
Blk60, 4, 99.74830, Blk55
Blk60, 4, 205.89868, Blk55
Blk60, 4, 287.28050, Blk55
Blk60, 4, 1079.31384, Blk55
Blk60, -1, 2104.22156, NO_PARENT
Blk61, 1, 299.83389, Blk58
Blk61, 1, 308.64249, Blk58
Blk61, 1, 410.00504, Blk58
Blk61, 1, 1189.85721, Blk58
Blk61, -1, 2313.11575, NO_PARENT
Blk62, 3, 208.22590, Blk54
Blk63, 1, 756.24908, Blk28
Blk63, 1, 872.14045, Blk28
Blk63, 1, 1699.09690, Blk28
Blk63, -1, 1762.37261, NO_PARENT
Blk64, 4, 147.63046, Blk26
Blk64, 4, 252.13998, Blk26
Blk64, 4, 368.03135, Blk26
Blk64, 4, 1194.98780, Blk26
Blk64, -1, 2241.72352, NO_PARENT
Blk65, 5, 104.26718, Blk60
Blk65, 5, 210.41757, Blk60
Blk65, 5, 291.79939, Blk60
Blk65, 5, 1083.83272, Blk60
Blk65, -1, 2108.74045, NO_PARENT
Blk66, 5, 149.06764, Blk64
Blk66, 5, 253.57717, Blk64
Blk66, 5, 369.46854, Blk64
Blk66, 5, 1196.42499, Blk64
Blk66, -1, 2243.16070, NO_PARENT
Blk67, 4, 243.58585, Blk43
Blk67, 4, 297.84412, Blk43
Blk67, 4, 1124.80057, Blk43
Blk67, -1, 2248.05911, NO_PARENT
Blk68, 3, 64.12596, Blk56
Blk69, 2, 239.39481, Blk7
Blk70, 6, 106.00435, Blk65
Blk70, 6, 212.15474, Blk65
Blk70, 6, 293.53656, Blk65
Blk70, 6, 1085.56989, Blk65
Blk70, -1, 2110.47762, NO_PARENT
Blk71, 1, 168.62424, Blk14
Blk71, 1, 284.51561, Blk14
Blk71, 1, 1103.66725, Blk14
Blk71, -1, 2158.20778, NO_PARENT
Blk72, 0, 193.01443, Blk0
Blk72, 0, 242.03922, Blk0
Blk72, 0, 343.40177, Blk0
Blk72, 0, 1123.25394, Blk0
Blk72, 0, 2246.51249, Blk0
Blk73, 5, 244.92484, Blk67
Blk73, 5, 299.18311, Blk67
Blk73, 5, 1126.13956, Blk67
Blk73, -1, 2249.39810, NO_PARENT
Blk74, 6, 245.12928, Blk73
Blk74, 6, 299.38755, Blk73
Blk74, 6, 1126.34401, Blk73
Blk74, -1, 2249.60255, NO_PARENT
Blk75, 0, 230.19909, Blk0
Blk75, 0, 245.44693, Blk0
Blk75, 0, 263.09555, Blk0
Blk75, 0, 351.13969, Blk0
Blk75, 0, 1120.89849, Blk0
Blk75, 0, 2192.22501, Blk0
Blk76, 4, 299.12183, Blk52
Blk76, 4, 343.09724, Blk52
Blk76, 4, 447.81422, Blk52
Blk76, 4, 1128.15459, Blk52
Blk76, -1, 2242.23457, NO_PARENT
Blk77, 8, 225.34361, Blk59
Blk77, 8, 352.18620, Blk59
Blk77, 8, 1140.47726, Blk59
Blk77, -1, 2211.80378, NO_PARENT
Blk78, 1, 238.87359, Blk57
Blk78, 1, 270.73495, Blk57
Blk78, 1, 288.38357, Blk57
Blk78, 1, 386.10844, Blk57
Blk78, 1, 1147.98745, Blk57
Blk78, -1, 2232.56636, NO_PARENT
Blk79, 4, 71.13043, Blk68
Blk80, 5, 304.68598, Blk76
Blk80, 5, 348.66139, Blk76
Blk80, 5, 453.37838, Blk76
Blk80, 5, 1133.71874, Blk76
Blk80, -1, 2247.79872, NO_PARENT
Blk81, 6, 159.28477, Blk66
Blk81, 6, 263.79429, Blk66
Blk81, 6, 379.68566, Blk66
Blk81, 6, 1206.64212, Blk66
Blk81, -1, 2253.37783, NO_PARENT
Blk82, 2, 250.11456, Blk7
Blk82, 2, 398.80696, Blk7
Blk82, 2, 1079.14732, Blk7
Blk82, -1, 2163.72623, NO_PARENT
Blk83, 7, 118.55804, Blk70
Blk83, 7, 224.70843, Blk70
Blk83, 7, 306.09025, Blk70
Blk83, 7, 1098.12358, Blk70
Blk83, -1, 2123.03130, NO_PARENT
Blk84, 6, 310.41072, Blk80
Blk84, 6, 459.10311, Blk80
Blk84, 6, 1139.44348, Blk80
Blk84, -1, 2253.52346, NO_PARENT
Blk85, 2, 157.21566, Blk29
Blk85, 2, 220.91871, Blk29
Blk85, 2, 284.81341, Blk29
Blk85, 2, 1094.33386, Blk29
Blk85, -1, 2119.24158, NO_PARENT
Blk86, 1, 206.36603, Blk72
Blk86, 1, 255.39083, Blk72
Blk86, 1, 356.75337, Blk72
Blk86, 1, 1136.60555, Blk72
Blk86, -1, 2259.86409, NO_PARENT
Blk87, 3, 226.57483, Blk54
Blk87, 3, 342.46620, Blk54
Blk87, 3, 1169.42265, Blk54
Blk87, -1, 1888.33959, NO_PARENT
Blk88, 1, 232.33123, Blk5
Blk88, 1, 290.81052, Blk5
Blk88, 1, 1168.06302, Blk5
Blk88, -1, 2236.80449, NO_PARENT
Blk89, 2, 183.52012, Blk71
Blk89, 2, 299.41149, Blk71
Blk89, 2, 1118.56313, Blk71
Blk89, -1, 2173.10366, NO_PARENT
Blk90, 7, 261.17154, Blk74
Blk90, 7, 315.42981, Blk74
Blk90, 7, 1142.38626, Blk74
Blk90, -1, 2265.64480, NO_PARENT
Blk91, 1, 246.41046, Blk75
Blk91, 1, 279.30693, Blk75
Blk91, 1, 367.35107, Blk75
Blk91, 1, 1137.10987, Blk75
Blk91, -1, 2208.43639, NO_PARENT
Blk92, 2, 277.91112, Blk35
Blk92, 2, 426.60351, Blk35
Blk92, 2, 1106.94387, Blk35
Blk92, -1, 2221.02386, NO_PARENT
Blk93, 7, 169.71353, Blk81
Blk93, 7, 274.22305, Blk81
Blk93, 7, 390.11442, Blk81
Blk93, 7, 1217.07088, Blk81
Blk93, -1, 2263.80659, NO_PARENT
Blk94, 5, 84.95596, Blk79
Blk95, 2, 213.53438, Blk86
Blk95, 2, 262.55917, Blk86
Blk95, 2, 363.92172, Blk86
Blk95, 2, 1143.77389, Blk86
Blk95, -1, 2267.03244, NO_PARENT
Blk96, 1, 227.12100, Blk2
Blk96, 1, 290.82404, Blk2
Blk96, 1, 1164.23920, Blk2
Blk96, -1, 2072.29337, NO_PARENT
Blk97, 6, 88.03148, Blk94
Blk98, 3, 217.59183, Blk95
Blk98, 3, 266.61663, Blk95
Blk98, 3, 367.97918, Blk95
Blk98, 3, 1147.83135, Blk95
Blk98, -1, 2271.08989, NO_PARENT
Blk99, 2, 784.74590, Blk63
Blk99, 2, 900.63727, Blk63
Blk99, 2, 1727.59373, Blk63
Blk99, -1, 1790.86943, NO_PARENT
Blk100, 0, 233.32099, Blk0
Blk100, 0, 244.27222, Blk0
Blk100, 0, 250.96961, Blk0
Blk100, 0, 360.16359, Blk0
Blk100, 0, 1148.45465, Blk0
Blk100, 0, 2219.78116, Blk0

