Peer21
Blk0, -1, 0.00000, NO_PARENT
Blk40, 5, 736.49948, Blk36
Blk40, -1, 1503.21112, NO_PARENT
Blk41, 2, 125.73735, Blk38
Blk41, 2, 228.07900, Blk38
Blk41, 2, 833.84759, Blk38
Blk41, -1, 1448.98546, NO_PARENT
Blk42, 2, 246.89372, Blk39
Blk42, 2, 297.57069, Blk39
Blk42, 2, 858.35681, Blk39
Blk42, -1, 1602.94285, NO_PARENT
Blk43, 3, 194.09756, Blk23
Blk43, 3, 335.73700, Blk23
Blk43, 3, 911.08476, Blk23
Blk43, -1, 1455.71257, NO_PARENT
Blk44, 2, 117.44678, Blk22
Blk44, 2, 268.19338, Blk22
Blk44, 2, 859.25808, Blk22
Blk44, -1, 1416.65590, NO_PARENT
Blk45, 0, 263.25028, Blk0
Blk45, 0, 313.92725, Blk0
Blk45, 0, 874.71338, Blk0
Blk45, 0, 1619.29941, Blk0
Blk46, 3, 129.26607, Blk41
Blk46, 3, 231.60772, Blk41
Blk46, 3, 837.37631, Blk41
Blk46, -1, 1452.51418, NO_PARENT
Blk47, 1, 120.76133, Blk27
Blk47, 1, 223.10298, Blk27
Blk47, 1, 847.68290, Blk27
Blk47, -1, 1444.00944, NO_PARENT
Blk48, 1, 165.51047, Blk17
Blk48, 1, 267.85212, Blk17
Blk48, 1, 873.62071, Blk17
Blk48, -1, 1488.75858, NO_PARENT
Blk49, 2, 47.73376, Blk25
Blk50, 0, 179.84315, Blk0
Blk50, 0, 181.14575, Blk0
Blk50, 0, 764.93242, Blk0
Blk50, 0, 1503.09126, Blk0
Blk51, 6, 187.84113, Blk40
Blk51, 6, 744.37759, Blk40
Blk51, -1, 1511.08924, NO_PARENT
Blk52, 3, 254.61428, Blk42
Blk52, 3, 305.29125, Blk42
Blk52, 3, 866.07737, Blk42
Blk52, -1, 1610.66341, NO_PARENT
Blk53, 1, 118.43719, Blk30
Blk53, 1, 824.30315, Blk30
Blk53, -1, 1525.02849, NO_PARENT
Blk54, 2, 171.65782, Blk48
Blk54, 2, 273.99946, Blk48
Blk54, 2, 879.76806, Blk48
Blk54, -1, 1494.90592, NO_PARENT
Blk55, 3, 55.99770, Blk49
Blk56, 2, 130.92086, Blk47
Blk56, 2, 233.26251, Blk47
Blk56, 2, 857.84243, Blk47
Blk56, -1, 1454.16897, NO_PARENT
Blk57, 0, 185.63531, Blk0
Blk57, 0, 825.23952, Blk0
Blk57, 0, 1551.92926, Blk0
Blk58, 0, 276.51538, Blk0
Blk58, 0, 427.26197, Blk0
Blk58, 0, 1018.32667, Blk0
Blk58, 0, 1475.06352, Blk0
Blk59, 7, 195.91138, Blk51
Blk59, 7, 752.44784, Blk51
Blk59, -1, 1519.15949, NO_PARENT
Blk60, 4, 58.07710, Blk55
Blk61, 1, 278.67365, Blk58
Blk61, 1, 429.42024, Blk58
Blk61, 1, 1020.48494, Blk58
Blk61, -1, 1477.22179, NO_PARENT
Blk62, 3, 178.25705, Blk54
Blk63, 1, 726.28024, Blk28
Blk63, 1, 828.62189, Blk28
Blk63, 1, 1434.39048, Blk28
Blk63, -1, 2049.52835, NO_PARENT
Blk64, 4, 222.17114, Blk26
Blk64, 4, 324.51279, Blk26
Blk64, 4, 949.09271, Blk26
Blk64, -1, 1545.41925, NO_PARENT
Blk65, 5, 62.59598, Blk60
Blk66, 5, 223.60832, Blk64
Blk66, 5, 325.94997, Blk64
Blk66, 5, 950.52989, Blk64
Blk66, -1, 1546.85643, NO_PARENT
Blk67, 4, 213.61701, Blk43
Blk67, 4, 355.25645, Blk43
Blk67, 4, 930.60421, Blk43
Blk67, -1, 1475.23201, NO_PARENT
Blk68, 3, 138.66665, Blk56
Blk68, 3, 241.00829, Blk56
Blk68, 3, 865.58822, Blk56
Blk68, -1, 1461.91475, NO_PARENT
Blk69, 2, 209.42597, Blk7
Blk70, 6, 64.33315, Blk65
Blk71, 1, 138.65540, Blk14
Blk71, 1, 240.99705, Blk14
Blk71, 1, 835.94416, Blk14
Blk71, -1, 1461.90351, NO_PARENT
Blk72, 0, 212.07038, Blk0
Blk72, 0, 362.81698, Blk0
Blk72, 0, 953.88167, Blk0
Blk72, 0, 1370.40232, Blk0
Blk73, 5, 214.95600, Blk67
Blk73, 5, 356.59544, Blk67
Blk73, 5, 931.94320, Blk67
Blk73, -1, 1476.57100, NO_PARENT
Blk74, 6, 215.16044, Blk73
Blk74, 6, 356.79988, Blk73
Blk74, 6, 932.14764, Blk73
Blk74, -1, 1476.77545, NO_PARENT
Blk75, 0, 200.23024, Blk0
Blk75, 0, 277.82765, Blk0
Blk75, 0, 853.17541, Blk0
Blk75, 0, 1528.52758, Blk0
Blk76, 4, 269.15299, Blk52
Blk76, 4, 319.82996, Blk52
Blk76, 4, 880.61609, Blk52
Blk76, -1, 1625.20212, NO_PARENT
Blk77, 8, 206.32599, Blk59
Blk77, 8, 762.86246, Blk59
Blk77, -1, 1529.57410, NO_PARENT
Blk78, 1, 197.20239, Blk57
Blk78, 1, 836.80660, Blk57
Blk78, -1, 1563.49634, NO_PARENT
Blk79, 4, 145.67111, Blk68
Blk79, 4, 248.01276, Blk68
Blk79, 4, 872.59268, Blk68
Blk79, -1, 1468.91922, NO_PARENT
Blk80, 5, 274.71714, Blk76
Blk80, 5, 325.39411, Blk76
Blk80, 5, 886.18024, Blk76
Blk80, -1, 1630.76627, NO_PARENT
Blk81, 6, 233.82545, Blk66
Blk81, 6, 336.16710, Blk66
Blk81, 6, 960.74702, Blk66
Blk81, -1, 1557.07356, NO_PARENT
Blk82, 2, 220.14572, Blk7
Blk82, 2, 831.60882, Blk7
Blk82, -1, 1576.19485, NO_PARENT
Blk83, 7, 76.88684, Blk70
Blk84, 6, 280.44187, Blk80
Blk84, 6, 331.11884, Blk80
Blk84, 6, 891.90497, Blk80
Blk84, -1, 1636.49100, NO_PARENT
Blk85, 2, 127.24682, Blk29
Blk85, 2, 235.54607, Blk29
Blk85, 2, 826.61077, Blk29
Blk85, -1, 1483.29595, NO_PARENT
Blk86, 1, 225.42199, Blk72
Blk86, 1, 376.16858, Blk72
Blk86, 1, 967.23328, Blk72
Blk86, -1, 1383.75392, NO_PARENT
Blk87, 3, 196.60598, Blk54
Blk87, 3, 298.94763, Blk54
Blk87, 3, 904.71623, Blk54
Blk87, -1, 1519.85409, NO_PARENT
Blk88, 1, 202.36239, Blk5
Blk88, 1, 856.88217, Blk5
Blk88, -1, 1525.61050, NO_PARENT
Blk89, 2, 153.55128, Blk71
Blk89, 2, 255.89293, Blk71
Blk89, 2, 850.84005, Blk71
Blk89, -1, 1476.79939, NO_PARENT
Blk90, 7, 231.20270, Blk74
Blk90, 7, 372.84214, Blk74
Blk90, 7, 948.18990, Blk74
Blk90, -1, 1492.81770, NO_PARENT
Blk91, 1, 216.44162, Blk75
Blk91, 1, 294.03903, Blk75
Blk91, 1, 869.38678, Blk75
Blk91, -1, 1544.73896, NO_PARENT
Blk92, 2, 247.94227, Blk35
Blk92, 2, 839.22079, Blk35
Blk92, -1, 1603.99140, NO_PARENT
Blk93, 7, 244.25421, Blk81
Blk93, 7, 346.59586, Blk81
Blk93, 7, 971.17578, Blk81
Blk93, -1, 1567.50232, NO_PARENT
Blk94, 5, 159.49665, Blk79
Blk94, 5, 261.83829, Blk79
Blk94, 5, 886.41822, Blk79
Blk94, -1, 1482.74475, NO_PARENT
Blk95, 2, 232.59033, Blk86
Blk95, 2, 383.33693, Blk86
Blk95, 2, 974.40162, Blk86
Blk95, -1, 1390.92227, NO_PARENT
Blk96, 1, 197.15216, Blk2
Blk96, 1, 305.45141, Blk2
Blk96, 1, 896.51611, Blk2
Blk96, -1, 1489.35698, NO_PARENT
Blk97, 6, 162.57217, Blk94
Blk97, 6, 264.91381, Blk94
Blk97, 6, 889.49374, Blk94
Blk97, -1, 1485.82027, NO_PARENT
Blk98, 3, 236.64779, Blk95
Blk98, 3, 387.39438, Blk95
Blk98, 3, 978.45908, Blk95
Blk98, -1, 1394.97973, NO_PARENT
Blk99, 2, 754.77706, Blk63
Blk99, 2, 857.11871, Blk63
Blk99, 2, 1462.88730, Blk63
Blk99, -1, 2078.02517, NO_PARENT
Blk100, 0, 214.30337, Blk0
Blk100, 0, 265.70171, Blk0
Blk100, 0, 849.48838, Blk0
Blk100, 0, 1537.55148, Blk0

