Peer1
Blk0, -1, 0.00000, NO_PARENT
Blk34, 3, 100.91474, Blk19
Blk34, 3, 150.30757, Blk19
Blk34, -1, 194.45300, NO_PARENT
Blk35, 1, 114.95253, Blk33
Blk35, 1, 156.27135, Blk33
Blk35, 1, 163.17760, Blk33
Blk35, 1, 212.57043, Blk33
Blk35, -1, 256.71586, NO_PARENT
Blk36, 4, 102.64576, Blk34
Blk36, 4, 152.03860, Blk34
Blk36, -1, 196.18403, NO_PARENT
Blk37, 1, 140.39896, Blk15
Blk37, 1, 173.37919, Blk15
Blk37, 1, 182.16421, Blk15
Blk37, -1, 233.93722, NO_PARENT
Blk38, 1, 92.34727, Blk9
Blk38, 1, 154.01392, Blk9
Blk38, -1, 185.06771, NO_PARENT
Blk39, 1, 159.17071, Blk31
Blk39, -1, 220.67411, NO_PARENT
Blk40, 5, 107.98034, Blk36
Blk40, 5, 157.37318, Blk36
Blk40, -1, 169.64699, NO_PARENT
Blk41, 2, 95.43674, Blk38
Blk41, -1, 157.10339, NO_PARENT
Blk42, 2, 161.42803, Blk39
Blk42, -1, 222.93143, NO_PARENT
Blk43, 3, 172.67391, Blk23
Blk43, 3, 197.49800, Blk23
Blk43, -1, 305.89426, NO_PARENT
Blk44, 2, 120.84722, Blk22
Blk44, 2, 182.51387, Blk22
Blk44, -1, 238.45537, NO_PARENT
Blk45, 0, 177.78459, Blk0
Blk45, 0, 239.28800, Blk0
Blk46, 3, 98.96546, Blk41
Blk46, -1, 160.63211, NO_PARENT
Blk47, 1, 109.27205, Blk27
Blk47, 1, 142.31692, Blk27
Blk47, -1, 170.93870, NO_PARENT
Blk48, 1, 135.20986, Blk17
Blk48, 1, 196.87651, Blk17
Blk48, -1, 227.93030, NO_PARENT
Blk49, 2, 62.83656, Blk25
Blk49, 2, 124.50321, Blk25
Blk49, -1, 180.44470, NO_PARENT
Blk50, 0, 107.86048, Blk0
Blk50, 0, 157.25331, Blk0
Blk50, 0, 169.52713, Blk0
Blk50, 0, 201.39874, Blk0
Blk51, 6, 115.85846, Blk40
Blk51, 6, 165.25129, Blk40
Blk51, -1, 177.52511, NO_PARENT
Blk52, 3, 169.14859, Blk42
Blk52, -1, 230.65199, NO_PARENT
Blk53, 1, 133.53999, Blk30
Blk53, 1, 167.23121, Blk30
Blk53, 1, 191.01671, Blk30
Blk53, 1, 216.62404, Blk30
Blk53, -1, 251.14813, NO_PARENT
Blk54, 2, 141.35720, Blk48
Blk54, 2, 203.02385, Blk48
Blk54, -1, 234.07765, NO_PARENT
Blk55, 3, 71.10050, Blk49
Blk55, 3, 132.76715, Blk49
Blk55, -1, 188.70864, NO_PARENT
Blk56, 2, 119.43158, Blk47
Blk56, 2, 152.47645, Blk47
Blk56, -1, 181.09823, NO_PARENT
Blk57, 0, 168.16758, Blk0
Blk57, 0, 191.95308, Blk0
Blk57, 0, 200.73811, Blk0
Blk57, 0, 217.56042, Blk0
Blk57, 0, 250.46859, Blk0
Blk57, 0, 253.45649, Blk0
Blk58, 0, 279.91581, Blk0
Blk58, 0, 341.58246, Blk0
Blk58, 0, 393.77189, Blk0
Blk59, 7, 123.92871, Blk51
Blk59, -1, 173.32154, NO_PARENT
Blk60, 4, 73.17989, Blk55
Blk60, 4, 134.84654, Blk55
Blk60, -1, 190.78803, NO_PARENT
Blk61, 1, 282.07409, Blk58
Blk61, 1, 343.74074, Blk58
Blk61, -1, 395.93017, NO_PARENT
Blk62, 3, 147.95004, Blk54
Blk63, 1, 695.97963, Blk28
Blk63, 1, 757.64628, Blk28
Blk63, -1, 788.70007, NO_PARENT
Blk64, 4, 210.68185, Blk26
Blk64, -1, 243.72673, NO_PARENT
Blk65, 5, 77.69878, Blk60
Blk65, 5, 139.36543, Blk60
Blk65, -1, 195.30692, NO_PARENT
Blk66, 5, 212.11904, Blk64
Blk66, -1, 245.16391, NO_PARENT
Blk67, 4, 192.19335, Blk43
Blk67, -1, 325.41370, NO_PARENT
Blk68, 3, 127.17736, Blk56
Blk68, -1, 160.22224, NO_PARENT
Blk69, -1, 123.95068, NO_PARENT
Blk70, 6, 79.43595, Blk65
Blk70, 6, 141.10260, Blk65
Blk70, -1, 197.04409, NO_PARENT
Blk71, 1, 97.53331, Blk14
Blk71, 1, 127.16611, Blk14
Blk71, -1, 159.19996, NO_PARENT
Blk72, 0, 215.47082, Blk0
Blk72, 0, 277.13747, Blk0
Blk72, 0, 289.11070, Blk0
Blk72, 0, 329.97494, Blk0
Blk73, 5, 193.53234, Blk67
Blk73, -1, 326.75269, NO_PARENT
Blk74, 6, 193.73679, Blk73
Blk74, -1, 326.95714, NO_PARENT
Blk75, 0, 114.76455, Blk0
Blk75, 0, 164.15739, Blk0
Blk75, 0, 176.43120, Blk0
Blk75, 0, 247.98490, Blk0
Blk76, 4, 183.68730, Blk52
Blk76, -1, 245.19070, NO_PARENT
Blk77, -1, 134.34332, NO_PARENT
Blk78, 1, 179.73466, Blk57
Blk78, 1, 203.52016, Blk57
Blk78, 1, 229.12750, Blk57
Blk78, -1, 262.03567, NO_PARENT
Blk79, 4, 134.18183, Blk68
Blk79, -1, 167.22670, NO_PARENT
Blk80, 5, 189.25145, Blk76
Blk80, -1, 250.75486, NO_PARENT
Blk81, -1, 222.33617, NO_PARENT
Blk82, -1, 134.68003, NO_PARENT
Blk83, 7, 91.98964, Blk70
Blk83, 7, 153.65629, Blk70
Blk83, -1, 209.59778, NO_PARENT
Blk84, 6, 194.97618, Blk80
Blk84, -1, 256.47959, NO_PARENT
Blk85, 2, 88.19992, Blk29
Blk85, 2, 149.86657, Blk29
Blk85, -1, 205.80806, NO_PARENT
Blk86, 1, 228.82242, Blk72
Blk86, 1, 290.48907, Blk72
Blk86, -1, 343.32654, NO_PARENT
Blk87, 3, 166.30537, Blk54
Blk87, 3, 185.11670, Blk54
Blk87, -1, 227.97202, NO_PARENT
Blk88, 1, 199.81023, Blk5
Blk88, -1, 223.59573, NO_PARENT
Blk89, 2, 112.42919, Blk71
Blk89, -1, 142.06199, NO_PARENT
Blk90, 7, 209.77904, Blk74
Blk90, -1, 271.44569, NO_PARENT
Blk91, 1, 130.97593, Blk75
Blk91, 1, 180.36876, Blk75
Blk91, -1, 264.19628, NO_PARENT
Blk92, 2, 162.47658, Blk35
Blk92, -1, 260.09448, NO_PARENT
Blk93, -1, 232.76492, NO_PARENT
Blk94, 5, 148.00736, Blk79
Blk94, -1, 181.05224, NO_PARENT
Blk95, 2, 235.99077, Blk86
Blk95, 2, 297.65742, Blk86
Blk95, -1, 350.49489, NO_PARENT
Blk96, 1, 158.10525, Blk2
Blk96, -1, 219.77190, NO_PARENT
Blk97, 6, 151.08288, Blk94
Blk97, -1, 184.12776, NO_PARENT
Blk98, 3, 240.04823, Blk95
Blk98, 3, 301.71488, Blk95
Blk98, -1, 354.55234, NO_PARENT
Blk99, 2, 724.47645, Blk63
Blk99, 2, 743.28777, Blk63
Blk99, -1, 786.14310, NO_PARENT
Blk100, 0, 142.32070, Blk0
Blk100, 0, 191.71354, Blk0
Blk100, 0, 203.98735, Blk0
Blk100, 0, 235.85897, Blk0

