Peer39
Blk0, -1, 0.00000, NO_PARENT
Blk25, 1, 126.93190, Blk20
Blk25, 1, 146.37409, Blk20
Blk25, -1, 1119.06857, NO_PARENT
Blk26, 3, 219.70643, Blk18
Blk26, 3, 260.62288, Blk18
Blk26, -1, 1196.00844, NO_PARENT
Blk27, 0, 134.21595, Blk0
Blk27, 0, 175.13241, Blk0
Blk27, 0, 175.63080, Blk0
Blk27, 0, 195.32431, Blk0
Blk27, 0, 1110.51796, Blk0
Blk28, 0, 725.57092, Blk0
Blk28, 0, 747.67604, Blk0
Blk28, 0, 748.17443, Blk0
Blk28, 0, 786.67927, Blk0
Blk28, 0, 1701.87292, Blk0
Blk29, 1, 124.28053, Blk21
Blk29, 1, 143.72272, Blk21
Blk29, -1, 1120.02472, NO_PARENT
Blk30, 0, 163.88865, Blk0
Blk30, 0, 195.63016, Blk0
Blk30, 0, 215.07235, Blk0
Blk30, 0, 218.10521, Blk0
Blk30, 0, 1067.08751, Blk0
Blk31, 0, 232.08424, Blk0
Blk31, 0, 232.58263, Blk0
Blk31, 0, 297.94521, Blk0
Blk31, 0, 1188.52530, Blk0
Blk32, 0, 149.83212, Blk0
Blk32, 0, 167.03978, Blk0
Blk32, 0, 232.90076, Blk0
Blk32, 0, 1108.84853, Blk0
Blk33, 0, 178.28033, Blk0
Blk33, 0, 195.48799, Blk0
Blk33, 0, 261.34897, Blk0
Blk33, 0, 1137.29673, Blk0
Blk34, 3, 117.66913, Blk19
Blk34, 3, 183.10186, Blk19
Blk34, -1, 1076.68553, NO_PARENT
Blk35, 1, 179.93199, Blk33
Blk35, 1, 197.13965, Blk33
Blk35, 1, 263.00063, Blk33
Blk35, -1, 1138.94839, NO_PARENT
Blk36, 4, 119.40016, Blk34
Blk36, 4, 184.83289, Blk34
Blk36, -1, 1078.41656, NO_PARENT
Blk37, 1, 157.15335, Blk15
Blk37, 1, 220.56464, Blk15
Blk37, 1, 242.16302, Blk15
Blk37, -1, 1069.54693, NO_PARENT
Blk38, 1, 152.42926, Blk9
Blk38, 1, 213.53762, Blk9
Blk38, -1, 1128.73127, NO_PARENT
Blk39, 1, 241.35783, Blk31
Blk39, 1, 307.21881, Blk31
Blk39, -1, 1197.79889, NO_PARENT
Blk40, 5, 124.73474, Blk36
Blk40, 5, 190.16746, Blk36
Blk40, -1, 1083.75114, NO_PARENT
Blk41, 2, 155.51874, Blk38
Blk41, 2, 216.62710, Blk38
Blk41, -1, 1131.82075, NO_PARENT
Blk42, 2, 243.61515, Blk39
Blk42, 2, 309.47612, Blk39
Blk42, -1, 1200.05621, NO_PARENT
Blk43, 3, 189.42830, Blk23
Blk43, 3, 254.86103, Blk23
Blk43, -1, 1238.22252, NO_PARENT
Blk44, 2, 203.03434, Blk22
Blk44, -1, 1195.17101, NO_PARENT
Blk45, 0, 259.97171, Blk0
Blk45, 0, 260.47010, Blk0
Blk45, 0, 325.83269, Blk0
Blk45, 0, 1216.41277, Blk0
Blk46, 3, 159.04746, Blk41
Blk46, 3, 220.15582, Blk41
Blk46, -1, 1135.34947, NO_PARENT
Blk47, 1, 150.54272, Blk27
Blk47, 1, 191.45917, Blk27
Blk47, 1, 211.65107, Blk27
Blk47, -1, 1126.84472, NO_PARENT
Blk48, 1, 195.29186, Blk17
Blk48, 1, 256.40021, Blk17
Blk48, -1, 1171.59387, NO_PARENT
Blk49, 2, 145.02368, Blk25
Blk49, -1, 1137.16035, NO_PARENT
Blk50, 0, 124.61487, Blk0
Blk50, 0, 190.04760, Blk0
Blk50, 0, 209.62454, Blk0
Blk50, 0, 1083.63127, Blk0
Blk51, 6, 132.61285, Blk40
Blk51, 6, 198.04558, Blk40
Blk51, -1, 1091.62925, NO_PARENT
Blk52, 3, 251.33571, Blk42
Blk52, 3, 317.19669, Blk42
Blk52, -1, 1207.77677, NO_PARENT
Blk53, 1, 183.98560, Blk30
Blk53, 1, 215.72711, Blk30
Blk53, 1, 235.16930, Blk30
Blk53, -1, 1087.18446, NO_PARENT
Blk54, 2, 201.43920, Blk48
Blk54, 2, 262.54756, Blk48
Blk54, -1, 1177.74121, NO_PARENT
Blk55, 3, 153.28762, Blk49
Blk55, -1, 1145.42429, NO_PARENT
Blk56, 2, 160.70225, Blk47
Blk56, 2, 201.61870, Blk47
Blk56, -1, 1137.00426, NO_PARENT
Blk57, 0, 184.92197, Blk0
Blk57, 0, 202.02873, Blk0
Blk57, 0, 250.35470, Blk0
Blk57, 0, 269.93164, Blk0
Blk57, 0, 1051.01103, Blk0
Blk58, 0, 362.10294, Blk0
Blk58, 0, 362.60133, Blk0
Blk58, 0, 381.54512, Blk0
Blk58, 0, 463.10605, Blk0
Blk58, 0, 1345.18507, Blk0
Blk59, 7, 140.68310, Blk51
Blk59, 7, 206.11583, Blk51
Blk59, -1, 1099.69950, NO_PARENT
Blk60, 4, 155.36701, Blk55
Blk60, -1, 1147.50368, NO_PARENT
Blk61, 1, 364.26121, Blk58
Blk61, 1, 383.70339, Blk58
Blk61, 1, 465.26432, Blk58
Blk61, -1, 1347.34334, NO_PARENT
Blk62, 3, 208.03524, Blk54
Blk63, 1, 756.06162, Blk28
Blk63, 1, 817.16998, Blk28
Blk63, -1, 1732.36363, NO_PARENT
Blk64, 4, 251.95252, Blk26
Blk64, -1, 1228.25453, NO_PARENT
Blk65, 5, 159.88590, Blk60
Blk65, -1, 1152.02257, NO_PARENT
Blk66, 5, 253.38971, Blk64
Blk66, -1, 1229.69172, NO_PARENT
Blk67, 4, 208.94775, Blk43
Blk67, 4, 274.38047, Blk43
Blk67, -1, 1257.74197, NO_PARENT
Blk68, 3, 168.44803, Blk56
Blk68, 3, 209.36448, Blk56
Blk68, -1, 1144.75004, NO_PARENT
Blk69, 2, 206.14100, Blk7
Blk70, 6, 161.62307, Blk65
Blk70, -1, 1153.75974, NO_PARENT
Blk71, 1, 64.89487, Blk14
Blk72, 0, 297.33649, Blk0
Blk72, 0, 297.65794, Blk0
Blk72, 0, 298.15633, Blk0
Blk72, 0, 358.44485, Blk0
Blk72, 0, 1273.63850, Blk0
Blk73, 5, 210.28673, Blk67
Blk73, 5, 275.71946, Blk67
Blk73, -1, 1259.08096, NO_PARENT
Blk74, 6, 210.49118, Blk73
Blk74, 6, 275.92391, Blk73
Blk74, -1, 1259.28540, NO_PARENT
Blk75, 0, 131.51894, Blk0
Blk75, 0, 196.95167, Blk0
Blk75, 0, 1180.31317, Blk0
Blk76, 4, 265.87442, Blk52
Blk76, 4, 331.73540, Blk52
Blk76, -1, 1222.31548, NO_PARENT
Blk77, 8, 151.09771, Blk59
Blk77, 8, 216.53044, Blk59
Blk77, -1, 1110.11411, NO_PARENT
Blk78, 1, 196.48905, Blk57
Blk78, 1, 213.59581, Blk57
Blk78, 1, 261.92178, Blk57
Blk78, 1, 281.49872, Blk57
Blk78, -1, 1062.57811, NO_PARENT
Blk79, 4, 175.45250, Blk68
Blk79, -1, 1151.75450, NO_PARENT
Blk80, 5, 271.43857, Blk76
Blk80, 5, 337.29955, Blk76
Blk80, -1, 1227.87963, NO_PARENT
Blk81, 6, 263.60684, Blk66
Blk81, -1, 1239.90885, NO_PARENT
Blk82, 2, 216.86715, Blk7
Blk82, 2, 282.72813, Blk7
Blk82, -1, 1143.80714, NO_PARENT
Blk83, 7, 174.17676, Blk70
Blk83, -1, 1166.31343, NO_PARENT
Blk84, 6, 277.16330, Blk80
Blk84, 6, 343.02428, Blk80
Blk84, -1, 1233.60436, NO_PARENT
Blk85, 2, 170.38704, Blk29
Blk85, -1, 1166.13123, NO_PARENT
Blk86, 1, 310.68810, Blk72
Blk86, 1, 371.79645, Blk72
Blk86, -1, 1286.99011, NO_PARENT
Blk87, 3, 226.38737, Blk54
Blk87, 3, 248.49249, Blk54
Blk87, -1, 1202.68938, NO_PARENT
Blk88, 1, 216.56462, Blk5
Blk88, 1, 270.78118, Blk5
Blk88, -1, 1119.76348, NO_PARENT
Blk89, 2, 79.79075, Blk71
Blk90, 7, 226.53344, Blk74
Blk90, -1, 1275.32766, NO_PARENT
Blk91, 1, 147.73032, Blk75
Blk91, 1, 213.16305, Blk75
Blk91, -1, 1196.52455, NO_PARENT
Blk92, 2, 227.45604, Blk35
Blk92, 2, 310.52468, Blk35
Blk92, -1, 1186.47244, NO_PARENT
Blk93, 7, 274.03560, Blk81
Blk93, -1, 1250.33760, NO_PARENT
Blk94, 5, 189.27803, Blk79
Blk94, -1, 1165.58004, NO_PARENT
Blk95, 2, 317.85644, Blk86
Blk95, 2, 378.96480, Blk86
Blk95, -1, 1294.15845, NO_PARENT
Blk96, 1, 240.29238, Blk2
Blk96, -1, 1236.03657, NO_PARENT
Blk97, 6, 192.35355, Blk94
Blk97, -1, 1168.65556, NO_PARENT
Blk98, 3, 321.91390, Blk95
Blk98, 3, 383.02226, Blk95
Blk98, -1, 1298.21591, NO_PARENT
Blk99, 2, 784.55845, Blk63
Blk99, 2, 806.66357, Blk63
Blk99, -1, 1760.86045, NO_PARENT
Blk100, 0, 159.07510, Blk0
Blk100, 0, 224.50782, Blk0
Blk100, 0, 244.08476, Blk0
Blk100, 0, 1168.18723, Blk0

