Peer20
Blk0, -1, 0.00000, NO_PARENT
Blk34, 3, 477.51577, Blk19
Blk34, 3, 2158.23663, Blk19
Blk34, -1, 4264.41918, NO_PARENT
Blk35, 1, 472.64038, Blk33
Blk35, 1, 2218.55846, Blk33
Blk35, -1, 4302.89122, NO_PARENT
Blk36, 4, 479.24680, Blk34
Blk36, 4, 2159.96765, Blk34
Blk36, -1, 4266.15021, NO_PARENT
Blk37, 1, 501.56596, Blk15
Blk37, 1, 2195.44647, Blk15
Blk37, -1, 4281.23677, NO_PARENT
Blk38, 1, 441.34084, Blk9
Blk38, 1, 2107.98709, Blk9
Blk38, -1, 4225.12087, NO_PARENT
Blk39, 1, 516.85856, Blk31
Blk39, 1, 2262.77663, Blk31
Blk39, -1, 4347.10939, NO_PARENT
Blk40, 5, 484.58138, Blk36
Blk40, 5, 2165.30223, Blk36
Blk40, -1, 4271.48478, NO_PARENT
Blk41, 2, 444.43031, Blk38
Blk41, 2, 2111.07657, Blk38
Blk41, -1, 4228.21035, NO_PARENT
Blk42, 2, 519.11588, Blk39
Blk42, 2, 2265.03395, Blk39
Blk42, -1, 4349.36671, NO_PARENT
Blk43, 3, 527.68024, Blk23
Blk43, 3, 2117.80367, Blk23
Blk43, -1, 4296.57056, NO_PARENT
Blk44, 2, 451.02947, Blk22
Blk44, 2, 2041.15289, Blk22
Blk44, -1, 4219.91978, NO_PARENT
Blk45, 0, 535.47244, Blk0
Blk45, 0, 2281.39052, Blk0
Blk45, 0, 4365.72328, Blk0
Blk46, 3, 447.95903, Blk41
Blk46, 3, 2114.60529, Blk41
Blk46, -1, 4231.73907, NO_PARENT
Blk47, 1, 439.45429, Blk27
Blk47, 1, 2106.10054, Blk27
Blk47, -1, 4118.72480, NO_PARENT
Blk48, 1, 156.38465, Blk17
Blk48, 1, 2150.84969, Blk17
Blk48, -1, 4267.98347, NO_PARENT
Blk49, 2, 393.01880, Blk25
Blk49, 2, 2116.41617, Blk25
Blk49, -1, 4161.90911, NO_PARENT
Blk50, 0, 484.46151, Blk0
Blk50, 0, 2165.18236, Blk0
Blk50, 0, 4271.36492, Blk0
Blk51, 6, 492.45949, Blk40
Blk51, 6, 2173.18034, Blk40
Blk51, -1, 4279.36290, NO_PARENT
Blk52, 3, 526.83644, Blk42
Blk52, 3, 2272.75451, Blk42
Blk52, -1, 4357.08727, NO_PARENT
Blk53, 1, 463.72224, Blk30
Blk53, 1, 2187.11960, Blk30
Blk53, -1, 4232.61255, NO_PARENT
Blk54, 2, 162.53200, Blk48
Blk54, 2, 2156.99703, Blk48
Blk54, -1, 4274.13081, NO_PARENT
Blk55, 3, 401.28274, Blk49
Blk55, 3, 2124.68011, Blk49
Blk55, -1, 4170.17305, NO_PARENT
Blk56, 2, 449.61382, Blk47
Blk56, 2, 2116.26008, Blk47
Blk56, -1, 4128.88434, NO_PARENT
Blk57, 0, 520.13986, Blk0
Blk57, 0, 2214.02036, Blk0
Blk57, 0, 4299.81066, Blk0
Blk58, 0, 610.09806, Blk0
Blk58, 0, 2200.22149, Blk0
Blk58, 0, 4370.17977, Blk0
Blk59, 7, 500.52974, Blk51
Blk59, 7, 2181.25059, Blk51
Blk59, -1, 4287.43315, NO_PARENT
Blk60, 4, 403.36214, Blk55
Blk60, 4, 2126.75950, Blk55
Blk60, -1, 4172.25245, NO_PARENT
Blk61, 1, 612.25633, Blk58
Blk61, 1, 2202.37976, Blk58
Blk61, -1, 4372.33805, NO_PARENT
Blk62, 3, 169.12324, Blk54
Blk63, 1, 61.51318, Blk28
Blk64, 4, 540.86410, Blk26
Blk64, 4, 2207.51035, Blk26
Blk64, -1, 4220.13461, NO_PARENT
Blk65, 5, 407.88102, Blk60
Blk65, 5, 2131.27839, Blk60
Blk65, -1, 4176.77134, NO_PARENT
Blk66, 5, 542.30128, Blk64
Blk66, 5, 2208.94754, Blk64
Blk66, -1, 4221.57179, NO_PARENT
Blk67, 4, 547.19969, Blk43
Blk67, 4, 2137.32312, Blk43
Blk67, -1, 4316.09000, NO_PARENT
Blk68, 3, 457.35961, Blk56
Blk68, 3, 2124.00586, Blk56
Blk68, -1, 4136.63012, NO_PARENT
Blk69, 2, 452.13777, Blk7
Blk70, 6, 409.61819, Blk65
Blk70, 6, 2133.01556, Blk65
Blk70, -1, 4178.50851, NO_PARENT
Blk71, 1, 457.34836, Blk14
Blk71, 1, 2123.99461, Blk14
Blk71, -1, 4241.12839, NO_PARENT
Blk72, 0, 545.65306, Blk0
Blk72, 0, 2135.77649, Blk0
Blk72, 0, 4265.51858, Blk0
Blk73, 5, 548.53868, Blk67
Blk73, 5, 2138.66211, Blk67
Blk73, -1, 4317.42899, NO_PARENT
Blk74, 6, 548.74312, Blk73
Blk74, 6, 2138.86655, Blk73
Blk74, -1, 4317.63344, NO_PARENT
Blk75, 0, 491.36559, Blk0
Blk75, 0, 2190.61869, Blk0
Blk75, 0, 4302.70324, Blk0
Blk76, 4, 541.37515, Blk52
Blk76, 4, 2287.29323, Blk52
Blk76, -1, 4371.62599, NO_PARENT
Blk77, 8, 510.94435, Blk59
Blk77, 8, 2191.66521, Blk59
Blk77, -1, 4297.84776, NO_PARENT
Blk78, 1, 531.70694, Blk57
Blk78, 1, 2225.58744, Blk57
Blk78, -1, 4311.37774, NO_PARENT
Blk79, 4, 464.36407, Blk68
Blk79, 4, 2131.01032, Blk68
Blk79, -1, 4143.63458, NO_PARENT
Blk80, 5, 546.93930, Blk76
Blk80, 5, 2292.85738, Blk76
Blk80, -1, 4377.19014, NO_PARENT
Blk81, 6, 552.51841, Blk66
Blk81, 6, 2219.16466, Blk66
Blk81, -1, 4231.78892, NO_PARENT
Blk82, 2, 462.86681, Blk7
Blk82, 2, 2238.28596, Blk7
Blk82, -1, 4322.61872, NO_PARENT
Blk83, 7, 422.17188, Blk70
Blk83, 7, 2145.56925, Blk70
Blk83, -1, 4191.06220, NO_PARENT
Blk84, 6, 552.66404, Blk80
Blk84, 6, 2298.58211, Blk80
Blk84, -1, 4382.91487, NO_PARENT
Blk85, 2, 418.38216, Blk29
Blk85, 2, 2145.38705, Blk29
Blk85, -1, 4229.71981, NO_PARENT
Blk86, 1, 559.00467, Blk72
Blk86, 1, 2149.12810, Blk72
Blk86, -1, 4278.87018, NO_PARENT
Blk87, 3, 187.48017, Blk54
Blk87, 3, 2181.94520, Blk54
Blk87, -1, 4299.07898, NO_PARENT
Blk88, 1, 535.94507, Blk5
Blk88, 1, 2187.70160, Blk5
Blk88, -1, 4304.83539, NO_PARENT
Blk89, 2, 472.24424, Blk71
Blk89, 2, 2138.89049, Blk71
Blk89, -1, 4256.02427, NO_PARENT
Blk90, 7, 564.78538, Blk74
Blk90, 7, 2154.90881, Blk74
Blk90, -1, 4333.67570, NO_PARENT
Blk91, 1, 507.57696, Blk75
Blk91, 1, 2206.83007, Blk75
Blk91, -1, 4318.91462, NO_PARENT
Blk92, 2, 520.16443, Blk35
Blk92, 2, 2266.08251, Blk35
Blk92, -1, 4350.41527, NO_PARENT
Blk93, 7, 562.94717, Blk81
Blk93, 7, 2229.59342, Blk81
Blk93, -1, 4242.21768, NO_PARENT
Blk94, 5, 478.18961, Blk79
Blk94, 5, 2144.83586, Blk79
Blk94, -1, 4157.46012, NO_PARENT
Blk95, 2, 566.17301, Blk86
Blk95, 2, 2156.29644, Blk86
Blk95, -1, 4286.03853, NO_PARENT
Blk96, 1, 371.43395, Blk2
Blk96, 1, 2215.29239, Blk2
Blk96, -1, 4299.62515, NO_PARENT
Blk97, 6, 481.26513, Blk94
Blk97, 6, 2147.91138, Blk94
Blk97, -1, 4160.53564, NO_PARENT
Blk98, 3, 570.23047, Blk95
Blk98, 3, 2160.35390, Blk95
Blk98, -1, 4290.09599, NO_PARENT
Blk99, 2, 90.01000, Blk63
Blk100, 0, 518.92174, Blk0
Blk100, 0, 2199.64259, Blk0
Blk100, 0, 4305.82514, Blk0

