id,chain_blocks,generated_blocks,is_fast,hash_power
1,0,0,1,0.16194331983805665
2,0,0,1,0.16194331983805665
3,0,0,1,0.16194331983805665
4,0,0,1,0.16194331983805665
5,0,0,1,0.16194331983805665
6,0,0,1,0.16194331983805665
7,0,0,1,0.16194331983805665
8,0,0,1,0.16194331983805665
9,0,0,1,0.16194331983805665
10,0,0,1,0.16194331983805665
11,0,0,1,0.16194331983805665
12,0,0,1,0.16194331983805665
13,0,0,1,0.16194331983805665
14,0,0,1,0.16194331983805665
15,0,0,1,0.16194331983805665
16,0,0,1,0.16194331983805665
17,0,0,1,0.16194331983805665
18,0,0,1,0.16194331983805665
19,0,0,1,0.16194331983805665
20,0,0,1,0.16194331983805665
21,0,0,1,0.16194331983805665
22,0,0,1,0.16194331983805665
23,0,0,1,0.16194331983805665
24,0,0,1,0.16194331983805665
25,0,0,1,0.16194331983805665
26,0,0,1,0.16194331983805665
27,0,0,1,0.16194331983805665
28,0,0,1,0.16194331983805665
29,0,0,1,0.16194331983805665
30,0,0,1,0.16194331983805665
31,0,0,1,0.16194331983805665
32,0,4,1,0.16194331983805665
33,0,0,1,0.16194331983805665
34,0,0,1,0.16194331983805665
35,0,0,1,0.16194331983805665
36,0,0,1,0.16194331983805665
37,0,0,1,0.16194331983805665
38,0,0,1,0.16194331983805665
39,0,0,1,0.16194331983805665
40,0,0,1,0.16194331983805665
