id,chain_blocks,generated_blocks,is_fast,hash_power
1,0,0,1,1.5625
2,0,0,1,1.5625
3,0,0,1,1.5625
4,0,0,1,1.5625
5,0,0,1,1.5625
6,0,0,1,1.5625
7,0,0,1,1.5625
8,0,0,1,1.5625
9,0,0,1,1.5625
10,0,0,1,1.5625
11,0,0,1,1.5625
12,0,0,1,1.5625
13,0,0,1,1.5625
14,0,0,1,1.5625
15,0,0,1,1.5625
16,0,0,1,1.5625
17,0,0,1,1.5625
18,0,0,1,1.5625
19,0,0,1,1.5625
20,0,0,1,1.5625
21,0,0,1,1.5625
22,0,0,1,1.5625
23,0,0,1,1.5625
24,0,0,1,1.5625
25,0,0,1,1.5625
26,0,0,1,1.5625
27,0,0,1,1.5625
28,0,0,1,1.5625
29,0,0,1,1.5625
30,0,0,1,1.5625
31,0,0,1,1.5625
32,0,0,1,1.5625
33,0,0,1,1.5625
34,0,0,1,1.5625
35,0,0,1,1.5625
36,0,0,1,1.5625
37,0,0,1,1.5625
38,0,0,1,1.5625
39,0,1,1,1.5625
40,0,0,1,1.5625
